ASX Mining & Oil Market - Weekly
"Trading data for the week ending Friday, October 30, 2015"
"XAO 5288.6 at 2015-10-30T16:38:35. Report at Friday, October 30, 2015. Processed Monday at 2/11/2015 5:03:50 PM."



ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change [see notes],Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
TMM,11.107,.099,.394,.019,2.77,.38,35.20,3.0,3.00,11.73,2.83,f,Tasmania Mines,-,1.06,+1,1.06,1.10,1.06,1.05,+2.80,1.60,1.00,
TAW,5118.32,355.690,494.034,.007,-,-,-.12,-,-,-,-,,Tawana Res,-,.005,-,.004,.005,.006,.005,+1.85,.018,.003,
TMP,1267.54,35.097,1.329,.034,-,-,-119.00,-,-,-,-,,Tech Mpire,-,.68,-4,.67,.68,.745,.66,-3.71,.795,.165,
TGZ,34.328,37.170,80.557,.034,1.84,.32,15.97,3.7,-,-,-,,Teranga Gold,-,.59,-2.5,.56,.60,.61,.59,-2.22,.82,.395,
TMX,20444.4,80.743,29.415,.004,-,-,-1.42,-,-,-,-,,Terrain Minerals,-,.009,+.1,.007,.009,.01,.007,+14.35,.01,.002,
TZN,1646.88,66.756,102.969,.329,.02,9.25,-.72,-,-,-,-,,Terramin Aust,-,.185,+1.5,.165,.185,.19,.16,+10.67,.225,.082,
TMZ,257.850,6.040,1.761,.004,-,-,-1.75,-,-,-,-,,Thomson Res,-,.05,-,.025,.06,.06,.05,+1.85,.06,.01,
THR,24001.7,119.992,186.362,.001,-,-,-.07,-,-,-,-,,Thor Min Plc,-,.001,-,.001,.002,.001,.001,+1.85,.003,.001,
TPS,2283.87,76.948,47.973,.011,-,-,-1.26,-,-,-,-,,Threat Protect Au,X,.025,-.1,.024,.025,.026,.024,-2.00,.03,.002,
THX,1264.38,80.584,236.138,.022,-,-,-.61,-,-,-,-,,Thundelarra Explore,-,.07,-,.07,.073,.073,.067,+1.85,.17,.063,
TPO,130.000,2.607,-,.008,-,-,-.35,-,-,-,-,,Tian Poh Res,-,.18,-,.001,.20,.18,.17,+1.85,.21,.105,
TGS,12811.8,1433.45,588.203,.081,.30,.24,-.93,-,-,-,-,,Tiger Res,-,.071,-1,.07,.071,.083,.068,-10.50,.27,.034,
TIG,250.000,5.201,14.447,.036,-,-,-9.86,-,-,-,-,,Tigers Realm Coal,-,.04,+.2,.04,.05,.042,.038,+7.11,.145,.038,
TPR,140.000,3.061,31.430,.001,-,-,.99,1.8,-,-,-,,Timpetra Res,-,.018,-.2,.018,.02,.02,.015,-8.15,.031,.015,
TOU,254.300,5.688,14.158,.026,-,-,-1.80,-,-,-,-,,Tlou Energy,-,.14,-,.14,.145,.14,.12,+1.85,.321,.10,
TNG,13345.8,394.511,449.172,.121,-,-,-.83,-,-,-,-,,TNG,-,.17,-1.5,.165,.17,.205,.165,-6.26,.29,.071,
TND,59.922,16.202,3.271,.002,-,-,-1.11,-,-,-,-,,Top End Minerals,-,.015,-,.015,.025,.015,.015,+1.85,.036,.005,
TTW,174.814,24.078,29.018,.002,-,-,-4.01,-,-,-,-,,Toptung,-,.022,-.3,.022,.025,.025,.022,-10.15,.027,.018,
TTWO,41.250,5.578,4.382,-,-,-,-,-,-,-,-,,  opt jan16,X,.022,+.2,.02,.025,.022,.02,+11.85,.033,.017,
TNR,493.713,17.274,27.195,.014,-,-,-1.91,-,-,-,-,,Torian Res,X,.30,-3,.30,.325,.35,.28,-7.24,.38,.003,
TOE,5760.63,120.827,268.584,.160,-,-,-1.27,-,-,-,-,,Toro Energy,-,.08,+1.4,.079,.08,.081,.066,+23.06,.105,.049,
TKL,1822.27,23.365,4.866,.005,-,-,-.73,-,-,-,-,,Traka Res,-,.02,-.5,.018,.02,.02,.018,-18.15,.029,.010,
TSV,13072.5,160.717,388.871,.044,-,-,-.41,-,-,-,-,,Transerv Energy,X,.054,+.1,.054,.055,.061,.053,+3.73,.061,.009,
TEG,500.000,197.849,215.432,.003,-,-,-.12,-,-,-,-,,Triangle Energy,-,.001,-,-,.001,.001,.001,+1.85,.002,.001,
TBR,7.737,5.193,2.708,.200,-,-,9.32,42.9,-,-,-,,Tribune Res,-,4.00,-12,3.86,4.00,4.12,4.00,-1.07,4.29,2.50,
TNP,3383.28,113.982,125.071,.008,-,-,-.10,-,-,-,-,,Triple Energy,-,.007,+.1,.005,.007,.007,.006,+18.51,.009,.003,
TON,7185.30,748.183,1269.23,.073,-,-,-1.91,-,-,-,-,,Triton Minerals,-,.195,-1,.19,.20,.21,.19,-3.03,.71,.135,
TRY,4529.96,208.709,244.385,.093,.59,.54,-49.40,-,-,-,-,f,Troy Resources,-,.32,-4,.31,.335,.38,.32,-9.26,.77,.265,
TRM,50.000,5.379,2.382,.002,-,-,-.27,-,-,-,-,,Truscott Min Corp,-,.025,-,.025,.03,.025,.025,+1.85,.04,.02,
TTE,4406.40,212.537,376.575,.019,-,-,-.55,-,-,-,-,,TTE Petroleum,-,.029,+.1,.027,.029,.03,.027,+5.42,.041,.016,
TGN,315.000,1.633,6.298,.009,-,-,-1.60,-,-,-,-,,Tungsten Min,-,.04,+.2,.008,.04,.04,.038,+7.11,.12,.038,
TYKDA,364.167,.364,-,.002,-,-,-.30,-,-,-,-,,Tychean Res,X,.006,-,.006,.009,.02,.006,-,.02,.006,
TYX,1387.02,49.528,13.926,.008,-,-,3.01,1.0,-,-,-,,Tyranna Res,-,.031,-.2,.031,.032,.033,.025,-4.21,.059,.015,
UIL,57.000,8.329,-,.004,-,-,-2.20,-,-,-,-,,UIL Energy,-,.053,+.1,.052,.082,.053,.05,+3.77,.185,.05,
UML,6320.37,1124.78,351.686,.024,.04,.53,-.05,-,-,-,-,,Unity Min,-,.021,-.3,.021,.022,.024,.021,-10.65,.025,.005,
UNV,1770.70,55.231,35.032,.096,-,-,.15,126.7,-,-,-,,Universal Coal,-,.19,-.5,.185,.195,.195,.18,-.72,.20,.094,
UEQ,5299.44,113.729,104.075,.003,-,-,-.20,-,-,-,-,,Uranium Equities,-,.005,-,.005,.006,.005,.004,+1.85,.014,.004,
USA,283.009,16.386,42.189,.004,-,-,-.86,-,-,-,-,,UraniumSA,-,.021,-,.021,.023,.022,.021,+1.85,.026,.017,
VXL,907.372,54.363,92.057,.026,-,-,-5.63,-,-,-,-,,Valence Industries,-,.155,-1.5,.155,.16,.172,.155,-6.98,.615,.10,
VXLO,360.000,11.533,16.689,.001,-,-,-,-,-,-,-,,  opt jul16,-,.02,-.8,.016,.027,.028,.019,-26.72,.41,.018,
VAN,1.950,10.991,500.168,.002,-,-,-1.92,-,-,-,-,,Vango Mining,X,.008,-.3,.008,.011,.008,.008,-25.43,.04,.002,
VAR,186.355,59.127,13.843,.009,-,-,-.98,-,-,-,-,,Variscan Mines,-,.03,-.1,.024,.033,.031,.03,-1.38,.081,.01,
VARO,-,7.298,-,.002,-,-,-,-,-,-,-,,  opt may17,-,.015,-,.01,.045,.015,.015,+1.85,.042,.004,
VEC,756.159,61.947,49.361,.012,-,-,-2.90,-,-,-,-,,Vector Res,-,.009,-.3,.009,.01,.012,.009,-23.15,.02,.003,
VRX,2369.86,98.778,71.072,.004,-,-,-.73,-,-,-,-,,Ventnor Res,-,.031,+.1,.028,.031,.033,.027,+5.18,.06,.02,
VMS,2470.16,36.612,52.922,.006,-,-,-.90,-,-,-,-,,Venture Minerals,-,.02,-.2,.02,.023,.03,.02,-7.24,.058,.015,
VXR,8067.02,99.673,101.559,.009,-,-,-2.67,-,-,-,-,,Venturex Res,-,.006,+.3,.006,.007,.006,.004,+101.8,.008,.003,
VMC,55.000,7.245,10.690,.010,-,-,-2.80,-,-,-,-,,Venus Metals,-,.175,+2.5,.175,.195,.175,.15,+18.51,.25,.10,
VMCO,-,1.943,2.403,-,-,-,-,-,-,-,-,,  opt nov16,-,.013,-,.013,.015,.013,.013,+1.85,.055,.013,
VIC,28114.5,142.470,321.657,.006,-,-,-11.90,-,-,-,-,,Victory Mines,X,.016,-.1,.016,.018,.02,.016,-4.04,.175,.008,
VKA,1838.72,31.724,6.177,.003,-,-,-1.00,-,-,-,-,,Viking Mines,-,.012,-.1,.012,.015,.016,.012,-5.85,.037,.008,
VMY,34.333,2.433,49.443,.080,-,-,-5.26,-,-,-,-,,Vimy Res,X,.35,+2,.295,.35,.35,.30,+7.91,.58,.06,
VML,1184.42,56.578,45.374,.005,-,-,-2.40,-,-,-,-,,Vital Metals,-,.015,-.3,.015,.019,.016,.014,-14.82,.043,.012,
VTM,656.236,22.180,49.944,.003,-,-,-3.55,-,-,-,-,,Volta Min,-,.011,-,.011,.017,.012,.011,+1.85,.021,.007,
WKT,10787.4,718.317,108.777,.012,-,-,-.38,-,-,-,-,,Walkabout Res,-,.009,-,.008,.009,.01,.009,+1.85,.013,.001,
WGO,2101.39,96.809,48.368,.002,-,-,-.49,-,-,-,-,,Waratah Res,-,.005,-,.005,.006,.006,.005,+1.85,.01,.001,
WAL,-,.360,.816,-,-,-,-7.52,-,-,-,-,,Wavenet Int'l,-,.007,-,.007,-,.007,.007,+1.85,.017,.004,
WCP,510.000,13.917,25.866,.006,-,-,-.30,-,-,-,-,,WCP Res,-,.016,-,.014,.016,.016,.016,+1.85,.028,.01,
WAF,549.212,14.207,18.353,.020,-,-,-2.80,-,-,-,-,,West African Res,-,.074,-.6,.074,.084,.078,.071,-5.65,.105,.05,
WPI,5188.16,124.232,1.663,.006,-,-,-.65,-,-,-,-,,West Peak Iron,-,.023,-.4,.022,.025,.027,.022,-12.97,.032,.006,
WWI,2852.90,44.409,41.663,.009,-,-,-.51,-,-,-,-,,West Wits Min,-,.025,+.2,.025,.031,.032,.023,+10.54,.032,.006,
WSA,7239.05,405.081,348.931,.558,1.80,1.33,15.10,15.8,7.00,2.16,2.93,f,Western Areas,-,2.39,-27,2.37,2.40,2.695,2.37,-8.30,4.65,2.06,
WMN,438.319,81.194,43.239,.033,-,-,-7.57,-,-,-,-,,Western Mining,-,.17,+1,.17,.20,.20,.145,+8.10,.55,.14,
WCN,62303.7,490.549,575.136,.005,-,-,-.50,-,-,-,-,,White Cliff Minerals,-,.008,-,.008,.009,.012,.008,+1.85,.014,.005,
WCNOA,7755.00,65.788,77.733,-,-,-,-,-,-,-,-,,  opt mar17,-,.003,+.1,.002,.003,.003,.002,+51.85,.003,.001,
WEC,39.708,26.628,26.654,.066,-,-,-8.48,-,-,-,-,,White Energy,-,.20,-1.5,.15,.20,.215,.19,-5.13,.39,.13,
WRM,82.000,8.519,8.427,.006,-,-,-8.09,-,-,-,-,,White Rock Minerals,-,.023,-,.018,.022,.023,.023,+1.85,.036,.009,
WHC,9715.69,626.467,624.311,1.047,2.77,.37,-33.30,-,-,-,-,,Whitehaven Coal,-,1.02,-7,1.01,1.05,1.11,1.01,-4.57,1.72,.882,
WHN,89310.5,1263.90,637.748,.003,-,-,-1.91,-,-,-,-,,WHL Energy,X,.001,-,.001,.002,.001,.001,+1.85,.08,.001,
WHNO,-,.434,-,-,-,-,-,-,-,-,-,,  opt nov16,X,.01,-,-,.002,.01,.01,+1.85,.25,.001,
WHNOA,-,.125,-,-,-,-,-,-,-,-,-,,  opt jun18,-,.001,-,-,.001,.001,.001,+1.85,.001,.001,
WNH,53.339,12.233,1.550,.012,-,-,-6.40,-,-,-,-,,Whole New Home,-,.155,-.5,.155,.18,.16,.155,-1.28,.245,.09,
WNHO,-,.102,-,-,-,-,-,-,-,-,-,,  opt aug18,-,.04,-,.04,-,.04,.04,+1.85,.04,.04,
WHE,902.815,38.528,74.802,.019,-,-,-2.87,-,-,-,-,,Wildhorse Energy,X,.18,+1.5,.17,.18,.18,.16,+10.94,.19,.004,
WEL,1763.22,21.486,7.511,.024,-,-,-.30,-,-,-,-,,Winchester Engy,-,.16,+6,.15,.16,.16,.12,+61.85,.18,.04,
WVL,1683.00,70.264,58.784,.004,-,-,-.07,-,-,-,-,,Windimurra Vanad,-,.008,-.1,.007,.008,.009,.008,-9.26,.02,.005,
WIN,476.269,112.695,33.843,.008,-,-,-4.37,-,-,-,-,,Windward Res,-,.076,-.4,.076,.079,.078,.075,-3.15,.48,.07,
WFE,-,31.375,47.424,.001,-,-,-.54,-,-,-,-,,Winmar Res,-,.003,-,.003,.004,.003,.003,+1.85,.006,.002,
WLF,127.519,18.447,17.105,.243,-,-,-1.08,-,-,-,-,,Wolf Minerals,-,.30,-2,.30,.305,.315,.295,-4.40,.45,.23,
WOF,472.500,25.345,24.317,.003,-,-,-.66,-,-,-,-,,Wolf Pet,-,.01,-.2,.009,.014,.012,.009,-14.82,.05,.008,
WOFO,-,-,1.790,-,-,-,-,-,-,-,-,,  opt dec15,-,-,-,-,.001,.01,.01,+1.85,.01,.01,
WOFOA,-,12.894,26.829,.001,-,-,-,-,-,-,-,,  opt jul18,-,.006,-,.006,.007,.006,.006,+1.85,.02,.002,
WLC,-,5.023,35.234,.138,.02,-,-4.07,-,-,-,-,,Wollongong Coal,-,-,-,-,-,.02,.02,+1.85,.025,.007,
WPL,13896.9,594.384,510.739,24.396,27.02,1.10,323.05,9.2,276.43,1.17,9.34,f,Woodside Petroleum,-,29.61,-149,29.50,29.66,31.24,29.24,-2.94,41.10,27.43,
WTR,245.607,15.597,27.614,.015,-,-,-.85,-,-,-,-,,World Titanium Res,-,.032,-,.032,.034,.032,.032,+1.85,.057,.015,
WPG,700.000,45.368,47.839,.009,-,-,-1.22,-,-,-,-,f,WPG Resources,-,.033,+.2,.031,.035,.033,.031,+8.30,.047,.026,
XAM,666.280,36.030,36.871,.056,-,-,-1.73,-,-,-,-,,Xanadu Mines,-,.15,-,.14,.15,.15,.14,+1.85,.18,.073,
XST,-,27.133,46.096,.001,-,-,-.45,-,-,-,-,,XState Res,-,.005,-,.005,.006,.005,.005,+1.85,.031,.002,
XTD,213.191,30.221,213.002,.017,-,-,-10.40,-,-,-,-,,XTD,-,.155,-1,.155,.16,.165,.155,-4.21,.28,.015,
XTV,16646.9,1448.79,239.593,.011,-,-,-.64,-,-,-,-,,xTV Networks,X,.015,-.2,.014,.015,.017,.015,-9.92,.036,.002,
XTVO,23090.3,467.092,-,.004,-,-,-,-,-,-,-,,  opt jun18,-,.006,-,.005,.006,.006,.005,+1.85,.008,.004,
YAL,115.000,45.289,20.087,.109,.10,1.10,-32.00,-,-,-,-,,Yancoal Aust,-,.11,-.5,.105,.12,.115,.11,-2.50,.225,.03,
YRR,3664.68,571.173,1442.76,.009,-,-,-.19,-,-,-,-,,Yellow Rock,-,.012,+.1,.011,.012,.012,.01,+10.94,.015,.007,
YNB,7.560,8.062,54.006,.006,-,-,-6.59,-,-,-,-,,Yonder And Beyond,X,.13,-,.12,.14,.13,.13,+1.85,.24,.009,
ZAM,-,4.761,3.755,.004,-,-,-.43,-,-,-,-,,Zamanco Min,-,.062,-,.06,.08,.062,.062,+1.85,.062,.041,
ZRL,26.699,4.115,7.275,-,-,-,-2.15,-,-,-,-,,Zambezi Res,-,.021,-.8,.001,.021,.029,.021,-25.74,.087,.018,
ZGM,1521.36,16.227,5.517,.003,-,-,-.19,-,-,-,-,,Zamia Metals,-,.004,-,.003,.004,.004,.004,+1.85,.008,.002,
ZNC,121.034,4.356,5.453,.005,-,-,-5.10,-,-,-,-,,Zenith Minerals,-,.037,+.4,.037,.038,.037,.033,+13.97,.08,.024,
ZTA,-,9.429,13.449,-,-,-,-54.55,-,-,-,-,,Zeta Pet,X,.13,-,-,.099,.13,.13,+1.85,.32,.003,
ZEU,34.000,27.135,12.973,.003,-,-,-.95,-,-,-,-,,Zeus Res,-,.015,+.1,.015,.02,.015,.014,+8.99,.025,.011,
ZIM,38.317,2.318,2.483,.457,-,-,-89.84,-,16.95,-,3.99,,Zimplats Hldgs,-,4.25,-,3.95,4.26,4.40,4.25,+1.85,9.00,4.25,
ZML,573.122,42.567,20.361,.022,-,-,-.77,-,-,-,-,,Zipmoney,X,.375,+.5,.37,.375,.39,.325,+3.20,.42,.008,

"Notes: R: ex rights issue; B: ex bonus issue; X: ex capital return or ex premium or reconstructed past 12 months"
