Warrant Market - Weekly
"Report at Friday, October 30, 2015. Processed Monday at 2/11/2015 5:03:51 PM."



ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,
NABQOP,38.09,31/12/29,1:1,7.94,7.95,6.89,-,-,
NABKOW,45.42,31/12/29,1:1,15.27,15.28,15.00,-,-,

Newcrest Min Last Sale Price $12.31,
NCMLOP,12.44,31/12/29,1:1,1.33,1.34,3.90,-,-,
NCMLOQ,12.84,31/12/29,1:1,1.73,1.74,3.64,-,-,
NCMLOS,13.24,31/12/29,1:1,3.54,3.55,3.36,+187.5,140,
NCMLOT,13.65,31/12/29,1:1,2.13,2.14,1.36,-,-,
NCMKOP,13.82,31/12/29,1:1,5.67,5.68,5.50,+134,160,
NCMLOX,14.05,31/12/29,1:1,2.53,2.54,2.48,-50,75,
NCMKOU,14.27,31/12/29,1:1,1.96,1.97,-,-,-,
NCMKOV,14.72,31/12/29,1:1,2.41,2.42,3.41,-,150,
NCMKOT,15.55,31/12/29,1:1,3.24,3.25,3.09,-,216,
NCMKOW,16.05,31/12/29,1:1,3.74,3.75,-,-,-,
NCMKOX,16.50,31/12/29,1:1,4.19,4.20,-,-,-,
NCMKOY,16.94,31/12/29,1:1,4.63,4.64,-,-,-,

Nine Entertainment Last Sale Price $1.55,
NECKOS,1.85,31/12/29,1:1,.295,.305,.39,-,-,
NECKOP,2.10,31/12/29,1:1,.54,.55,.50,-,-,
NECKOQ,2.32,31/12/29,1:1,.765,.775,.60,-,-,

Northern Star Res Last Sale Price $2.76,
NSTKOQ,4.59,31/12/29,1:1,1.82,1.83,1.745,+17.5,460,
NSTKOT,5.18,31/12/29,1:1,2.41,2.42,2.23,+18,40,
NSTKOR,5.88,31/12/29,1:1,3.11,3.12,-,-,-,

Nufarm Last Sale Price $8.37,
NUFKOP,9.97,31/12/29,1:1,1.59,1.60,1.995,-,-,
NUFKOQ,10.79,31/12/29,1:1,2.42,2.43,2.44,-,-,

Navitas Last Sale Price $4.20,
NVTKOP,5.19,31/12/29,1:1,.98,.99,2.22,-,-,
NVTKOS,6.07,31/12/29,1:1,1.865,1.875,1.70,-,-,

OzForex Grp Last Sale Price $2.84,
OFXKOQ,3.85,31/12/29,1:1,1.005,1.015,1.45,-,-,
OFXKOR,4.44,31/12/29,1:1,1.59,1.60,1.645,-,-,

Orora Last Sale Price $2.34,
ORAKOP,2.91,31/12/29,1:1,.565,.575,-,-,-,
ORAKOQ,3.36,31/12/29,1:1,1.01,1.02,-,-,-,

Origin Energy Last Sale Price $5.50,
ORGQOY,6.40,31/12/29,1:1,.89,.90,1.865,-,-,
ORGQOZ,6.84,31/12/29,1:1,1.335,1.345,1.41,+20,600,
ORGKOQ,7.29,31/12/29,1:1,1.785,1.795,3.75,-,-,
ORGKOT,7.73,31/12/29,1:1,2.23,2.24,1.225,-,-,
ORGKOV,8.18,31/12/29,1:1,2.67,2.68,2.62,-,3,

Orica Last Sale Price $16.48,
ORIKOS,18.70,31/12/29,1:1,2.22,2.23,1.96,-,-,
ORIKOT,19.27,31/12/29,1:1,2.79,2.80,2.52,-,-,
ORIKOU,19.88,31/12/29,1:1,3.40,3.41,3.75,-,-,

Oil Search Last Sale Price $7.85,
OSHKOU,8.89,31/12/29,1:1,-,-,-,-,-,
OSHKOP,9.32,31/12/29,1:1,-,-,-,-,-,
OSHKOS,9.66,31/12/29,1:1,.88,-,-,-,-,

OZ Minerals Last Sale Price $4.36,
OZLKOS,5.00,31/12/29,1:1,1.14,1.15,-,-,-,
OZLKOQ,5.27,31/12/29,1:1,.905,.915,.72,-41,20,
OZLKOR,5.83,31/12/29,1:1,1.465,1.475,1.175,-,20,

Paladin Energy Last Sale Price $0.25,
PDNKOP,0.30,31/12/29,1:1,.048,-,-,-,-,
PDNKOQ,0.40,31/12/29,1:1,.145,-,.205,-,-,
PDNKOS,0.51,31/12/29,1:1,.255,-,.24,-,-,
PDNKOZ,0.71,31/12/29,1:1,.46,-,.36,-,-,
PDNKOR,0.82,31/12/29,1:1,.57,-,.41,-,-,

Perpetual Last Sale Price $44.91,
PPTKOR,54.03,31/12/29,1:1,9.12,9.13,11.41,-,-,
PPTKOS,57.80,31/12/29,1:1,12.89,12.90,12.45,-,-,
PPTKOQ,67.61,31/12/29,1:1,22.71,22.72,14.22,-,-,

Primary Health Care Last Sale Price $3.71,
PRYKOP,4.54,31/12/29,1:1,.82,.83,1.02,-,-,
PRYKOR,4.97,31/12/29,1:1,1.255,1.265,1.235,-,-,
PRYKOT,5.63,31/12/29,1:1,1.91,1.92,2.01,-,-,
PRYKOU,6.07,31/12/29,1:1,2.36,2.37,2.00,-,-,

Platinum Asset Last Sale Price $7.40,
PTMKOS,19.27,31/12/29,1:1,11.86,11.87,12.16,-,-,
PTMKOP,20.74,31/12/29,1:1,13.33,13.34,-,-,-,

Qantas Airways,
QANKOR,4.57,31/12/29,1:1,.61,.62,.625,-1,15,
QANKOP,4.69,31/12/29,1:1,.735,.745,-,-,-,
QANKOS,4.90,31/12/29,1:1,.945,.955,.965,-,4150,

QBE Insurance Grp Last Sale Price $13.25,
QBELOQ,13.69,31/12/29,1:1,.93,.94,1.89,-,-,
QBELOS,14.19,31/12/29,1:1,1.43,1.44,1.715,-,-,
QBELOT,14.87,31/12/29,1:1,2.12,2.13,1.40,-,-,
QBEKOR,15.23,31/12/29,1:1,1.975,1.985,2.15,-,-,
QBELOV,15.68,31/12/29,1:1,2.93,2.94,2.54,-,-,
QBEKOQ,15.80,31/12/29,1:1,2.55,2.56,2.92,-,-,
QBEKOT,16.35,31/12/29,1:1,3.10,3.11,5.14,-,-,
QBELOU,16.44,31/12/29,1:1,3.68,3.69,1.58,-,-,
QBEKOX,16.93,31/12/29,1:1,3.67,3.68,3.88,-,-,
QBELOP,17.26,31/12/29,1:1,4.51,4.52,1.045,-,-,
QBEKOP,17.52,31/12/29,1:1,4.27,4.28,1.795,-,-,

REA Grp Last Sale Price $48.03,
REAKOT,53.46,30/10/15,1:1,-,-,5.26,-206,20,
REAKOP,54.88,31/12/29,1:1,6.85,6.86,10.76,-,20,

Recall Hldgs Last Sale Price $7.66,
RECKOP,8.86,31/12/29,1:1,1.19,-,.94,-,-,
RECKOR,9.38,31/12/29,1:1,1.715,-,2.49,-,-,
RECKOQ,9.84,31/12/29,1:1,2.18,-,1.555,-,-,

Ramsay Health Care Last Sale Price $62.01,
RHCKOR,72.07,31/12/29,1:1,10.06,10.07,11.80,-,-,
RHCKOQ,79.92,31/12/29,1:1,17.92,17.93,18.06,-379,5,

Rio Tinto Last Sale Price $50.65,
RIOXOR,60.00,17/12/15,4:1,2.58,2.59,1.51,-,-,
RIOXOS,64.00,17/12/15,4:1,3.57,3.58,-,-,-,
RIOLOV,54.64,31/12/15,1:1,5.29,5.30,3.53,-,-,
RIOLOU,58.65,31/12/15,1:1,9.30,9.31,2.06,-,-,
RIOLOQ,51.65,31/12/29,1:1,2.30,2.31,6.95,-16,43,
RIOLOS,52.65,31/12/29,1:1,3.30,3.31,3.12,-271,39,
RIOKOT,55.84,31/12/29,1:1,5.19,5.20,7.48,-,-,
RIOLOR,56.00,31/12/29,1:1,6.65,6.66,6.57,+275,123,
RIOKOP,57.65,31/12/29,1:1,7.01,7.02,6.50,-,4,
RIOLOT,57.66,31/12/29,1:1,8.31,8.32,8.25,+214,95,
RIOKOW,59.34,31/12/29,1:1,8.70,8.71,7.30,-,-,
RIOQOP,60.90,31/12/29,1:1,10.25,10.26,10.33,+288,720,
RIOKOR,62.71,31/12/29,1:1,12.06,12.07,12.18,+262,222,
RIOKOX,64.84,31/12/29,1:1,14.19,14.20,14.26,+296,29,
RIOQOU,66.91,31/12/29,1:1,16.26,16.27,14.44,-,-,
RIOKOU,68.28,31/12/29,1:1,19.02,19.03,-,-,-,
RIOKOY,69.36,31/12/29,1:1,20.10,20.11,-,-,-,
RIOQOQ,70.44,31/12/29,1:1,21.18,21.19,-,-,-,

ResMed Inc Last Sale Price $8.04,
RMDKOS,9.12,31/12/29,1:1,1.075,1.085,1.435,-,-,
RMDKOT,9.51,31/12/29,1:1,1.465,1.475,1.47,-35.5,126,
RMDKOR,9.93,31/12/29,1:1,1.885,1.895,2.45,-,-,

Resolute Min Last Sale Price $0.38,
RSGKOS,0.61,31/12/29,1:1,.225,-,.275,-,-,
RSGKOP,0.77,31/12/29,1:1,.39,-,-,-,-,
RSGKOQ,0.89,31/12/29,1:1,.505,-,.30,-,-,

South32 Last Sale Price $1.47,
S32KOV,1.72,31/12/29,1:1,.25,.26,1.16,-,-,
S32KOS,2.04,31/12/29,1:1,.57,.58,.575,+6.5,5250,
S32KOP,2.25,31/12/29,1:1,.785,.795,-,-,-,
S32KOT,2.44,31/12/29,1:1,.97,.98,.96,-,-,
S32KOU,2.76,31/12/29,1:1,1.285,1.295,-,-,-,

Scentre Grp Last Sale Price $4.14,
SCGKOR,4.83,31/12/29,1:1,1.265,1.275,.48,-,-,
SCGKOP,5.11,31/12/29,1:1,.97,.98,.965,-22.5,1000,

SCA Property Grp Last Sale Price $2.06,
SCPKOP,2.28,31/12/29,1:1,.225,.235,-,-,-,
SCPKOQ,2.41,31/12/29,1:1,.355,.365,.60,-,-,
SCPKOR,2.54,31/12/29,1:1,.485,.495,-,-,-,

Seek Last Sale Price $12.83,
SEKKOS,14.53,31/12/29,1:1,1.69,1.70,1.675,-33.5,1,
SEKKOP,15.16,31/12/29,1:1,2.33,2.34,2.13,-,-,
SEKKOR,16.54,31/12/29,1:1,3.71,3.72,3.86,+31,31,

Sandfire Res Last Sale Price $6.34,
SFRKOT,8.18,31/12/29,1:1,2.31,2.32,4.60,-,-,
SFRKOV,8.80,31/12/29,1:1,2.94,2.95,-,-,-,
SFRKOP,9.91,31/12/29,1:1,3.56,3.57,-,-,-,
SFRKOS,10.73,31/12/29,1:1,4.39,4.40,2.55,-,-,
SFRKOR,11.50,31/12/29,1:1,5.16,5.17,3.22,-,-,

Slater & Gordon Last Sale Price $2.77,
SGHKOP,5.92,31/12/29,1:1,3.16,3.17,3.04,-,-,
SGHKOQ,8.69,31/12/29,1:1,5.93,5.94,5.79,-,-,

Sims Metal Mgt Last Sale Price $9.84,
SGMKOQ,11.35,31/12/29,1:1,1.50,1.51,3.22,-,-,
SGMKOR,11.92,31/12/29,1:1,2.07,2.08,-,-,-,
SGMKOS,12.65,31/12/29,1:1,2.80,2.81,1.53,-,-,
SGMKOT,13.20,31/12/29,1:1,3.36,3.37,5.06,-,-,

Stockland Last Sale Price $4.05,
SGPKOS,4.52,31/12/29,1:1,.46,.47,.48,-,130,
SGPKOR,4.84,31/12/29,1:1,.785,.795,.54,-,-,
SGPKOP,5.08,31/12/29,1:1,1.025,1.035,1.005,-,-,

Sonic Healthcare Last Sale Price $19.28,
SHLKOP,22.71,31/12/29,1:1,2.11,2.14,2.21,-36,70,
SHLKOQ,23.84,31/12/29,1:1,4.56,4.57,6.00,-,-,

Sigma Pharmaceut Last Sale Price $0.84,
SIPKOR,1.00,31/12/29,1:1,.15,.16,-,-,-,
SIPKOP,1.14,31/12/29,1:1,.295,.305,.37,-,-,

Spark Infrastructure Last Sale Price $2.08,
SKIKOQ,2.39,31/12/29,1:1,.305,.315,-,-,-,
SKIKOP,2.62,31/12/29,1:1,.535,.545,.31,-,-,

Santos Last Sale Price $5.84,
STOKOX,6.78,31/12/29,1:1,.93,-,2.81,-,-,
STOKOW,7.36,31/12/29,1:1,1.51,-,1.375,-69.5,50,
STOKOR,9.15,31/12/29,1:1,3.30,3.31,2.76,-,-,
STOKOU,9.94,31/12/29,1:1,4.10,4.11,3.78,+302.5,23,

Super Retail Grp Last Sale Price $9.66,
SULKOP,11.55,31/12/29,1:1,1.885,1.895,2.32,-,-,
SULKOR,12.85,31/12/29,1:1,3.19,3.20,2.46,-,-,

Suncorp Grp Last Sale Price $13.11,
SUNKOQ,15.07,31/12/29,1:1,1.955,1.965,-,-,-,
SUNKOR,15.90,31/12/29,1:1,2.79,2.80,-,-,-,

Seven West Media Last Sale Price $0.68,
SWMKOQ,0.90,31/12/29,1:1,.215,.225,.29,-,-,
SWMKOS,1.12,31/12/29,1:1,.44,.45,1.495,-,-,
SWMKOP,1.35,31/12/29,1:1,.67,.68,.69,-,-,
SWMKOR,1.75,31/12/29,1:1,1.07,1.08,.40,-,-,

Senex Energy Last Sale Price $0.19,
SXYKOQ,0.35,31/12/29,1:1,.155,-,.44,-,-,
SXYKOS,0.45,31/12/29,1:1,.255,-,.305,-,-,
SXYKOP,0.52,31/12/29,1:1,.33,-,.505,-,-,
SXYKOR,0.59,31/12/29,1:1,.40,-,-,-,-,
SXYKOU,0.73,31/12/29,1:1,.535,-,-,-,-,
SXYKOT,0.99,31/12/29,1:1,.795,-,-,-,-,

Sydney Airport Last Sale Price $6.45,
SYDKOP,7.75,31/12/29,1:1,1.295,1.305,1.465,-,-,
SYDKOQ,8.64,31/12/29,1:1,2.19,2.20,2.23,+104,300,

Tabcorp Hldgs Last Sale Price $4.72,
TAHKOT,5.66,31/12/29,1:1,.93,.94,.99,-,-,
TAHKOP,5.99,31/12/29,1:1,1.265,1.275,1.365,-,-,
TAHKOQ,6.27,31/12/29,1:1,1.54,1.55,1.765,-,-,

Transurban Grp Last Sale Price $10.44,
TCLKOT,11.73,31/12/29,1:1,1.28,1.29,1.44,-,-,
TCLKOQ,12.06,31/12/29,1:1,1.615,1.625,1.715,-,-,

Telstra Corp Last Sale Price $5.40,
TLSLOQ,5.49,31/12/29,1:1,.81,.82,-,-,-,
TLSLOS,5.68,31/12/29,1:1,.35,.36,.185,-,-,
TLSLOT,5.78,31/12/29,1:1,.45,.46,.355,-,-,
TLSKOR,5.78,31/12/29,1:1,.99,1.00,.78,-,-,
TLSLOU,5.88,31/12/29,1:1,.55,.56,.715,-,-,
TLSKOQ,5.89,31/12/29,1:1,.48,.49,.505,-,-,
TLSLOV,5.98,31/12/29,1:1,.65,.66,.825,-,-,
TLSKOP,5.98,31/12/29,1:1,.575,.585,.58,+17,156,
TLSLOR,6.09,31/12/29,1:1,.94,.95,.36,-,-,
TLSKOY,6.14,31/12/29,1:1,.73,.74,-,-,-,
TLSKOZ,6.25,31/12/29,1:1,.84,.85,.825,-3.5,1900,
TLSKOT,6.49,31/12/29,1:1,1.085,1.095,.66,-,-,
TLSKOS,6.67,31/12/29,1:1,1.26,1.27,-,-,-,
TLSQOQ,6.98,31/12/29,1:1,1.57,1.58,.755,-,-,

Transpacific Indust Last Sale Price $0.68,
TPIKOQ,0.83,31/12/29,1:1,.14,.15,.335,-,-,
TPIKOP,0.95,31/12/29,1:1,.265,.275,.175,-,-,

The Reject Shop Last Sale Price $11.50,
TRSKOP,13.38,31/12/29,1:1,1.875,-,5.30,-,-,
TRSKOQ,15.68,31/12/29,1:1,4.18,-,1.665,-,-,

Transfield Services Last Sale Price $1.00,
TSEKOR,1.45,31/12/29,1:1,.44,.45,-,-,-,
TSEKOQ,1.58,31/12/29,1:1,.575,.585,.40,-,-,

Tatts Grp Last Sale Price $3.96,
TTSKOR,4.80,31/12/29,1:1,.835,.845,-,-,-,
TTSKOQ,5.66,31/12/29,1:1,1.69,1.70,.675,-,-,

Treasury Wine Last Sale Price $7.08,
TWEKOQ,8.42,31/12/29,1:1,1.335,1.345,1.085,-,-,
TWEKOP,8.99,31/12/29,1:1,1.91,1.92,1.90,+52,200,

UGL Last Sale Price $2.28,
UGLKOP,2.61,31/12/29,1:1,.49,-,-,-,-,
UGLKOR,3.20,31/12/29,1:1,.915,-,1.24,-,-,

Virtus Health Last Sale Price $6.31,
VRTKOR,8.03,31/12/29,1:1,1.715,1.725,3.66,-,-,
VRTKOP,9.37,31/12/29,1:1,3.06,3.07,2.74,-,-,
VRTKOQ,10.31,31/12/29,1:1,4.00,4.01,3.34,-,-,

Westpac Banking Last Sale Price $31.38,
WBCQOU,33.86,02/11/15,1:1,1.64,-,1.64,-136,80,
WBCXOR,34.00,17/12/15,2:1,1.51,1.52,1.20,-53,320,
WBCXOS,36.00,17/12/15,2:1,2.50,2.51,2.65,-,-,
WBCLOR,32.87,31/12/15,1:1,2.04,2.05,3.25,-,-,
WBCLOP,31.70,31/12/29,1:1,3.91,3.92,.715,-,-,
WBCLOS,32.37,31/12/29,1:1,1.535,1.545,1.71,-112,50,
WBCKOQ,33.37,31/12/29,1:1,7.71,7.72,2.21,-,-,
WBCLOT,33.37,31/12/29,1:1,2.54,2.55,2.70,-31,10,
WBCLOV,33.87,31/12/29,1:1,3.04,3.05,3.70,-,-,
WBCKOP,33.93,31/12/29,1:1,2.55,2.56,2.10,-,-,
WBCKOX,34.61,31/12/29,1:1,3.23,3.24,3.40,-63,131,
WBCQOT,35.78,31/12/29,1:1,4.40,4.41,3.82,-163,25,
WBCKOZ,36.15,31/12/29,1:1,4.77,4.78,4.94,-127,5,
WBCQOV,37.35,31/12/29,1:1,5.97,5.98,6.14,-65,25,
WBCKOY,38.27,31/12/29,1:1,6.89,6.90,7.22,-,-,
WBCMOP,39.16,31/12/29,1:1,10.36,10.37,-,-,-,
WBCKOU,39.72,31/12/29,1:1,8.34,8.35,-,-,-,
WBCKOW,41.07,31/12/29,1:1,9.69,9.70,6.70,-,-,

Wesfarmers Last Sale Price $39.41,
WESLOQ,39.81,31/12/29,1:1,2.47,2.48,3.19,+35,93,
WESLOP,40.58,31/12/29,1:1,1.97,1.98,3.12,-,-,
WESLOT,41.58,31/12/29,1:1,2.97,2.98,4.04,+81,55,
WESLOR,42.56,31/12/29,1:1,3.95,3.96,3.76,+207.5,50,
WESLOV,43.08,31/12/29,1:1,4.47,4.48,2.63,-,-,
WESKOR,44.24,31/12/29,1:1,6.24,6.25,6.37,-5,50,
WESKOP,45.09,31/12/29,1:1,5.68,5.69,5.10,-,-,
WESKOT,46.21,31/12/29,1:1,6.80,6.81,4.41,-,-,
WESKOU,46.76,31/12/29,1:1,7.35,7.36,-,-,-,
WESKOW,47.31,31/12/29,1:1,7.91,7.92,6.00,-,-,
WESKOX,47.99,31/12/29,1:1,8.59,8.60,7.71,-,-,

Westfield Corp Last Sale Price $10.25,
WFDKOT,11.46,31/12/29,1:1,1.20,1.21,1.72,-,-,
WFDKOS,11.78,31/12/29,1:1,1.525,1.535,1.855,-,-,
WFDKOP,12.05,31/12/29,1:1,1.795,1.805,2.35,-,-,
WFDKOQ,12.40,31/12/29,1:1,2.14,2.15,1.485,-,-,

Whitehaven Coal Last Sale Price $1.02,
WHCKOR,1.31,31/12/29,1:1,.28,.29,.49,-,-,
WHCKOS,1.54,31/12/29,1:1,.515,.525,.70,-,-,
WHCKOT,1.78,31/12/29,1:1,.75,.76,1.585,-,-,
WHCKOU,1.90,31/12/29,1:1,.87,.88,-,-,-,
WHCKOQ,2.55,31/12/29,1:1,1.525,1.535,.48,-,-,

WorleyParsons Last Sale Price $6.52,
WORKOS,7.44,31/12/29,1:1,.915,.925,.885,-,-,
WORKOQ,8.52,31/12/29,1:1,1.99,2.00,1.545,+16,8,
WORKOR,9.13,31/12/29,1:1,2.61,2.62,2.69,+148.5,200,

Woolworths Last Sale Price $24.11,
WOWKOT,26.33,31/12/29,1:1,5.77,5.78,5.73,-,1549,
WOWKOW,26.97,31/12/29,1:1,2.86,-,-,-,-,
WOWKOY,30.49,31/12/29,1:1,6.38,6.39,2.85,+18,93,

Woodside Petroleum Last Sale Price $29.61,
WPLXOR,39.00,17/12/15,4:1,2.59,-,1.845,-,-,
WPLXOS,41.00,17/12/15,4:1,3.09,-,-,-,-,
WPLLOP,29.93,31/12/29,1:1,-,-,3.61,-,-,
WPLLOR,30.43,31/12/29,1:1,1.645,1.67,1.64,-,-,
WPLLOT,30.93,31/12/29,1:1,2.42,2.43,2.74,-,-,
WPLLOU,31.43,31/12/29,1:1,2.92,2.93,3.05,+66,40,
WPLLOV,31.93,31/12/29,1:1,3.42,3.43,2.88,-,-,
WPLKOP,33.26,31/12/29,1:1,-,-,6.94,-,-,
WPLKOQ,33.82,31/12/29,1:1,4.32,4.33,8.56,-,-,
WPLKOT,34.37,31/12/29,1:1,4.76,4.77,5.80,+70,60,
WPLKOV,35.29,31/12/29,1:1,5.68,5.69,8.05,-,-,
WPLKOW,36.04,31/12/29,1:1,6.43,6.44,-,-,-,
WPLKOY,36.59,31/12/29,1:1,6.98,6.99,7.56,-,-,
WPLKOZ,37.15,31/12/29,1:1,7.54,7.55,3.83,-,-,
WPLQOP,37.70,31/12/29,1:1,8.09,8.10,-,-,-,

Westfield Retail Tr Last Sale Price $3.28,
WRTKOR,3.77,31/12/29,1:1,-,-,-,-,-,
WRTKOP,4.04,31/12/29,1:1,-,-,.72,-,-,

Western Areas Last Sale Price $2.39,
WSAKOT,2.79,31/12/29,1:1,1.27,1.28,.495,-,-,
WSAKOU,3.12,31/12/29,1:1,.725,.735,.53,-,-,

Crude Oil (Nymex) futures,
ZCLKOQ,52.58,31/12/29,.10:1,.945,.965,1.085,-,-,
ZCLKOV,55.91,31/12/29,.10:1,1.415,1.435,2.27,-,-,
ZCLKOR,62.57,31/12/29,.10:1,2.35,2.37,3.91,-,-,
ZCLKOS,65.90,31/12/29,.10:1,2.82,2.84,-,-,-,
ZCLKOT,69.23,31/12/29,.10:1,3.29,3.31,2.00,-,-,
ZCLKOU,72.56,31/12/29,.10:1,3.76,3.78,1.08,-,-,
ZCLKOP,78.42,31/12/29,.10:1,4.59,4.61,1.20,+25.5,30,

Comex Gold Futures,
ZGCKOQ,1303.08,31/12/29,.01:1,2.20,2.21,2.24,+34.5,45,
ZGCKOT,1315.59,31/12/29,.01:1,2.38,2.39,6.02,-,-,
ZGCKOW,1395.28,31/12/29,.01:1,3.50,3.51,1.36,-,-,
ZGCKOP,1438.11,31/12/29,.01:1,6.30,6.31,1.495,-,-,
ZGCKOX,1483.87,31/12/29,.01:1,4.75,4.76,4.44,-,-,
ZGCKOV,1539.22,31/12/29,.01:1,5.53,5.54,5.25,+36,20,

Comex Copper Futures,
ZHGKOU,2.70,31/12/29,1:1,.505,.525,.42,-,-,
ZHGKOY,2.95,31/12/29,1:1,.86,.88,.97,-,-,
ZHGKOW,3.27,31/12/29,1:1,1.315,1.335,.715,-,-,
ZHGKOX,3.49,31/12/29,1:1,1.625,1.645,1.10,-,-,

Comex Silver Futures,
ZSIKOU,17.70,31/12/29,.10:1,.515,.52,.52,-1,60,
ZSIKOQ,21.56,31/12/29,.10:1,.835,.84,.41,-,-,
ZSIKOS,23.76,31/12/29,.10:1,1.15,1.155,.54,-,-,
ZSIKOT,26.49,31/12/29,.10:1,1.53,1.535,.37,-,-,

Barrier Installment Warrants,
Aust Foundation Last Sale Price $5.83,
AFIJOH,3.70,12/12/17,1:1,2.13,2.14,2.16,-2,135,

AGL Energy Last Sale Price $16.73,
AGLJOC,8.92,22/06/17,1:1,7.81,7.82,7.61,+72,3,
AGLSZX,7.18,04/02/19,1:1,9.52,-,9.12,-,-,
AGLJOP,10.13,30/05/19,1:1,6.60,6.61,6.13,-,-,
AGLJOQ,12.70,30/05/19,1:1,4.03,4.04,3.75,+28,5,
AGLSO1,7.32,06/12/19,1:1,9.41,9.42,9.48,-,-,
AGLSRU,5.60,06/08/21,1:1,11.10,-,9.56,-,-,
AGLSRT,7.18,06/08/21,1:1,9.52,-,7.64,-,-,

Asciano Last Sale Price $8.20,
AIOSZX,2.95,04/02/19,1:1,5.23,-,1.97,-,-,
AIOSRX,2.46,06/08/21,1:1,5.73,-,4.10,-,-,

Amcor Last Sale Price $13.65,
AMCSZX,1.15,04/02/19,1:1,12.53,-,11.98,-,-,

AMP Last Sale Price $5.73,
AMPJRB,3.97,16/12/15,1:1,1.75,-,.95,-,-,
AMPJOJ,3.12,31/05/18,1:1,2.61,2.62,2.51,-,-,
AMPJOK,4.08,31/05/18,1:1,1.645,1.655,1.87,-,-,
AMPSZX,1.92,04/02/19,1:1,3.80,-,4.38,-,-,
AMPSZW,3.14,04/02/19,1:1,2.58,-,2.02,-,-,
AMPJOE,3.63,14/04/20,1:1,2.10,2.11,-,-,-,
AMPJOF,4.57,14/04/20,1:1,1.16,1.17,1.16,-23.5,225,
AMPSRT,1.92,06/08/21,1:1,3.80,-,4.19,-,-,

ANZ Banking Grp Last Sale Price $27.21,
ANZJRA,16.57,16/12/15,1:1,10.70,-,18.85,-,-,
ANZJRB,23.20,16/12/15,1:1,4.08,-,12.54,-,-,
ANZJOC,14.36,22/06/17,1:1,12.85,12.86,12.72,-196,8,
ANZJOH,21.44,12/12/17,1:1,5.78,5.79,5.86,-167,1020,
ANZJOJ,17.49,31/05/18,1:1,9.73,9.74,9.71,-130,42,
ANZSZW,6.12,04/02/19,1:1,21.15,-,21.39,-,-,
ANZSZV,9.63,04/02/19,1:1,17.64,-,18.07,-,-,
ANZSO1,17.72,06/12/19,1:1,9.49,9.50,9.43,-188,23,
ANZJOA,11.86,14/04/20,1:1,15.35,15.36,16.75,-,-,
ANZSO2,15.14,14/04/20,1:1,12.07,12.08,-,-,-,
ANZJOE,19.19,14/04/20,1:1,8.02,8.03,9.05,-70,19,
ANZJOT,22.27,14/04/20,1:1,4.95,4.96,5.00,-171,106,
ANZSRX,4.96,06/08/21,1:1,22.31,-,23.41,-,-,
ANZSRW,6.12,06/08/21,1:1,21.15,-,27.54,-,-,
ANZSRV,9.63,06/08/21,1:1,17.64,-,18.04,-,-,
ANZSRT,13.74,06/08/21,1:1,13.54,-,14.75,-,-,

APA Grp Last Sale Price $9.20,
APAJOH,3.34,12/12/17,1:1,5.86,5.87,4.94,-,-,
APASRX,1.34,06/08/21,1:1,7.84,-,4.51,-,-,

Argo Invest Last Sale Price $7.74,
ARGJOH,4.93,12/12/17,1:1,2.81,2.82,2.84,-73,20,
ARGJOM,5.86,30/05/19,1:1,1.87,1.88,2.19,-,-,

ASX Last Sale Price $41.22,
ASXSZX,6.67,04/02/19,1:1,34.51,-,28.54,-,-,
ASXSZW,14.25,04/02/19,1:1,26.93,-,24.99,-,-,
ASXSO1,23.07,06/12/19,1:1,18.16,18.17,17.22,-,-,
ASXSRW,14.25,06/08/21,1:1,26.93,-,21.05,-,-,

Aurizon Hldgs Last Sale Price $5.17,
AZJSZX,1.29,04/02/19,1:1,3.87,-,1.53,-,-,

Bendigo&Adelaide Bk Last Sale Price $10.70,
BENJOP,6.87,30/05/19,1:1,3.83,3.84,3.82,-149,5,
BENJOT,5.06,14/04/20,1:1,5.64,5.65,5.62,+50,4,
BENJOF,7.78,14/04/20,1:1,2.92,2.93,3.08,+23,23,
BENJOE,8.42,14/04/20,1:1,2.28,2.29,2.30,-,-,
BENSRX,4.16,06/08/21,1:1,6.50,-,6.09,-,-,

BHP Billiton Last Sale Price $23.02,
BHPJOC,18.23,22/06/17,1:1,4.80,4.81,4.76,-141,30,
BHPJOJ,18.79,31/05/18,1:1,4.23,4.24,5.16,-65,382,
BHPSZX,11.25,04/02/19,1:1,11.72,-,12.35,-,-,
BHPSZW,16.69,04/02/19,1:1,6.29,-,10.64,-,-,
BHPSZU,18.61,04/02/19,1:1,4.37,-,6.04,-,-,
BHPJOP,15.35,30/05/19,1:1,7.67,7.68,8.80,-,-,
BHPJOQ,15.78,30/05/19,1:1,7.25,7.26,8.65,-,-,
BHPSO1,14.19,06/12/19,1:1,8.83,8.84,9.92,-,-,
BHPJOT,13.16,14/04/20,1:1,9.86,9.87,10.90,-,-,
BHPJOA,17.16,14/04/20,1:1,5.86,5.87,7.10,-,-,
BHPSRT,11.25,06/08/21,1:1,11.72,-,11.53,-,-,
